,lr_coef,rf_importance
RP3-507I15.1,0.003414329355939506,3.948051948051948e-05
SERP1,0.000951846231171554,0.0
NDUFB4,0.002473718143917962,0.0
NDUFA1,0.0021326330160492527,0.0
CAPN2,-9.255298020575706e-05,0.0
EIF5,-0.003519934258274363,0.0
CNBP,0.002717985019365295,0.00010555555555555555
UQCRB,0.0018179352452859306,0.0
PECAM1,0.0009714152201927088,0.0
SSR1,0.0007281767257690188,0.0
HNRNPA2B1,0.00027617697232395886,0.0
TM9SF2,-0.0010841861302584772,0.0
RAC2,0.0005431229299193991,0.0
VOPP1,-0.0009266126626005591,0.0
PDIA3,1.2588328395331633e-05,0.0
HSPD1,-0.0007284711368519721,0.0
GHITM,-0.00029421027341243174,0.0
CCNL1,-0.004148396412865742,0.0
PTP4A2,-0.003469326743571153,0.003440054747212854
ERP44,0.0026653365463323825,0.0002095656299052713
SRSF5,-0.0022531113186557926,0.0
C14orf2,0.00022261132932113433,0.0
OGT,-0.0022709370774079887,0.0
GARS,0.0007906389524654532,0.0
ATP5O,0.0030020026347732736,0.0
SNX3,-0.0005786682315201034,0.0
JUNB,-0.00172384097368806,0.0
ZFP36L2,-0.002118212285171045,5.314685314685317e-05
PTGES3,-0.002727326553283083,0.0
SEC61A1,0.0019525845798866461,0.0
ARPC2,-0.0007563752246903887,0.0
ALDOA,0.0024721316595431343,0.0
RP4-595K12.1,0.002975563252771921,0.0013026523297491037
MATR3,0.0019922815968842506,0.0
EAF2,-0.0016313791728398996,0.0
TAPBP,0.001152987360667913,0.0
PRICKLE4,0.0007242211856368989,0.0
GRN,-0.001670273013403998,0.0
EIF3H,0.001700681351105852,0.0
PDIA4,0.0010326587196733965,0.0
IGHD,-0.0042803461959305626,0.003503018215213337
HIST1H2BK,0.001335239888873461,0.0
AKAP2,0.001781799811895318,0.0
FKBP2,0.0018536241415323745,0.0
FAM46C,-0.00028367617521826515,0.0
FTH1,0.001511685467470866,0.0
RGS2,-0.0023792438507084577,0.0
AARS,-0.002598617927998717,0.0
PSME1,0.0034368264738023476,5.2054794520547884e-05
NONO,0.0006723909262990276,0.0
HAX1,-0.0004938917909780241,0.0
ATP6V1G1,0.004011035228708644,0.0
DAD1,-0.0015086075075120824,0.0
MIR1244-3,-0.000990567717342701,0.0
DYNLL1,0.001668094219898519,0.0
ATP5H,0.0035911733292805347,0.0
MAN1A1,-0.0003241298777287206,0.0
GORASP2,-0.0010892702320242328,0.0
PRDX1,-0.00032289888250246267,0.0
