,lr_coef,rf_importance
LSS,-0.004154725193558687,0.0
RPP30,0.004821569017299303,0.0
MR1,0.0013716118175949542,0.0
PAM16,0.0045881401336605185,0.0032334573023221737
LOC730101,0.0001844226473091156,0.0
CDK16,0.0002511867065976367,0.0
ISOC1,-0.003354370031932028,0.0
RPS10P2,0.003522877857826211,0.0005618108425740471
BCKDK,-0.0006495555002896577,0.0
PARP12,-7.617553867920933e-05,0.0
TMEM106C,0.0004762330778552219,0.0
RRP1B,0.0013884807558001895,0.00048757874964771506
UBE2NL,0.0033091751334072897,0.0
AGPAT2,-0.001689041494107023,0.0
UBE2C,0.00012571131363704865,0.0
FPGS,0.002652437628278627,0.0
CEBPA-AS1,0.003115057505126658,0.0
ATM,0.0020680381727983996,0.0
ZNF580,0.0017419024625470508,0.0
CPSF6,-0.0004767602899167151,0.0
NOSIP,0.001079785237028025,0.0
NPLOC4,0.0013522294177255648,0.0
EIF2B3,-0.0026457502083435695,0.0
RAP2B,0.0007648200640519574,0.0
KIAA0020,0.0004014685437459791,0.0
FKBP4,0.0009723927423587189,0.00010241820768136568
LANCL1,0.0001985464044203048,0.0
C7orf26,0.001111400126514223,0.0
CLK2,-0.0024311747047106565,5.244996549344371e-05
ZNF274,-0.002229522564875472,0.0004636266585328656
SYF2,0.006453285809669413,0.0
DEDD,0.002517768951615417,0.0
AAR2,-0.001953473702790985,0.0
TRAPPC6A,0.0009885421112780215,0.0
ICAM1,-0.0019503235697475832,0.00020490196078431372
BAZ2A,0.0028174272614506727,0.0
CPSF4,-0.0027079980397641335,0.0
EPHX1,0.000702762203985474,0.0
PAIP1,0.0036074492436666437,0.0
IKBKAP,-0.0008889911037501445,0.0
PTN,-0.0006684839060498804,0.0
DESI1,-0.00022557169141641987,0.0
PTEN,0.0008919407415521733,0.0
BLVRA,-0.0027887688061629416,0.0001305962134462549
B4GALT1,0.001216456551573242,0.0
CTSH,-0.005188037701532857,0.0040402156823030584
KATNB1,-0.0005568599414096004,0.0
GMPR2,-0.0010894283071816097,0.0
SPINT2,-0.0007126848969186525,0.0
HMBS,0.003823115164322677,0.00015409309791332274
JMJD6,-0.001097365214893936,0.0
KDM4C,0.00029029921012805427,0.0
ISCA1,0.0012586945562492009,0.0
MAP3K11,-0.0007153943421182089,0.0
ALDH6A1,-0.0006253789567841162,0.0
TNIP2,0.00039404291282754954,0.0
FAM111A,-0.0010992219421438706,0.0
MAPK6,-0.0007262578570821258,0.0
HCCS,0.0033039791681272355,0.0
RPP21,0.0048179643885549964,0.003419893843908853
BTAF1,-0.003335925665740278,0.0
APOBEC3C,0.0009373158996893458,0.0
NPM1P22,-0.00026633524614392905,0.0
FAM208A,-0.0002793082511649004,0.0
CHSY1,0.00011984211451651291,0.0
GRK6,0.0008243082286824185,0.0
CDC42,-0.0014086524859644742,0.0
PRPF31,0.006033542483794995,0.0038880510111784982
RNF115,-0.0014993322577246974,0.0
GSS,0.000636971653098784,0.0
CHMP5,0.0006480379583994504,0.0
KLF7,-0.00019736299075992983,0.0
DDX56,-0.0006898475281115775,0.0
XPNPEP1,2.696685393880084e-05,0.0
C17orf62,-0.0005046078100745189,0.0
ABCF3,-0.0013912180066494887,0.0
INPP5K,0.0007237994578090243,0.0
FOXO1,-0.0017374256465661079,0.0
KCTD20,-0.0003442120789733797,0.0
KLC1,-0.0023475871989893956,0.0
ABI2,0.0059329802693311035,0.0
IDI1,-0.0015783154665382465,0.0
DECR1,0.0031164261836907417,0.0005350559027029615
CMAHP,-0.001363366238466618,0.0
ALG6,-0.002350027256826884,0.0
RAB35,-0.0012879539856039662,0.0
RGL2,-0.00214937167390861,0.0
ADTRP,-0.005178126981147531,0.0002901315789473684
NR4A2,-0.0019965728950999636,0.0
MAGEH1,-0.0009109614722690646,0.0
THOC7,0.0019325524489906844,0.0
RP4-781L3.1,-0.00011699921759412471,0.0
ADIPOR2,-0.001949780507053828,0.0
CEP104,-0.001247370006604604,0.0
PRRC2A,-0.0013532636460471524,0.0
KLHDC3,-0.00016594521032013706,0.0
SUN1,-0.0037216815232822714,0.0
RB1CC1,-0.0012278717249089239,0.0
LIMS1,0.0006414397000322499,0.0
GMFB,-0.0032253013051032797,0.0
YLPM1,-0.0025348905523653736,0.0
TPCN1,0.00036756024506769553,0.0
TTLL12,-0.000260948102053915,0.0
RP11-403P17.4,-2.6084975625111098e-05,0.0
SCNM1,-0.0008401563642693956,0.0
INTS3,0.001272032360669259,0.0
MEF2A,5.460145087956688e-05,0.0
VDR,0.001136536701359549,0.0
BRE,0.00028142410803216954,0.0
SNRPA1,-0.001969025101082197,0.0
RAB5C,-0.002801973214709024,0.0
SETD1B,-0.004429944034965886,0.0
USP10,-0.004941419313908162,0.0012340425531914894
GBF1,-0.0009532213764736364,0.0
LARP4B,-0.0017846984223942237,0.0
ACTN4,-0.0030781253389260007,0.0
MRPL9,0.001713271865786227,0.0
SMARCC1,-0.0005184826561671564,0.0
OASL,-0.004188110342084799,0.0
FAM214B,-0.0037104114681274,0.0
RBM12,-6.985376670171298e-05,0.0
MUC3A,-0.0006707443778755305,0.0
MZF1,0.0025761410151685323,0.0
TMF1,0.0010030164106767366,0.0
ZCCHC6,-0.002655634099277592,0.0
TMEM50A,-0.0008325571127421959,0.0
FAM222B,-0.003136599297920238,0.0
C19orf24,0.004727035801173204,0.0
LBR,-0.002003910538134669,0.0
STX10,0.003407779719453482,0.0002478799739073712
SRPK1,-0.002096208968847329,0.0
AMPD2,-0.00020465411722965334,0.0
MIR5193,-0.0023920580632045187,0.0
SIGIRR,-0.0007968854480926323,0.0
MEPCE,0.0028280010133280493,0.0
TMED7,-0.0015565474565651632,0.0
TAF6,0.00310870703387535,0.0
VWA8,-0.0006812548130848913,0.0
ACTR1A,-0.0002830856912828842,0.0
HSD17B11,-0.0012644561206814375,0.0
RSL1D1,0.002352151650373781,0.0
TNK1,-0.0002645839035959395,0.0
TMEM222,-0.00012206009627866395,0.0
TUBGCP2,-0.001011440200071944,0.0
MRPS35,0.002393907709334597,0.0
MCM7,0.0002247154221477882,0.0
PDE4A,-0.0021635402471443833,0.0
COPS7A,-0.0029375924230286973,0.0
DENND4B,-0.0013479304992977427,0.0
RPA3,0.005114316021860576,0.0007531630915900577
ZDHHC6,0.00017632632320269083,6.805370870326337e-05
NAMPT,-0.0015274749931174602,0.0
MPP3,-0.000639714843605447,0.0
CSTF3,-0.0007692863368528857,0.0
IFT122,-0.000982977409387752,0.0
MEAF6,-0.000912405869476944,0.0
SMPD1,0.002223887249645642,0.0
SMARCE1,-0.0003186592777089635,0.0
MCRS1,0.0018071442521712137,0.0
SIPA1L3,0.0007516430616015341,0.0
R3HCC1,-0.001558194143947445,0.0
TSPYL2,0.0032353267156768903,0.0
INPP1,-0.0011033027741565815,0.0
FAM114A1,-0.002557924658550358,0.0
UBP1,0.001197076958913701,0.0
HSPH1,-0.007700667913003492,0.003390737361122422
DCP1A,-6.695784372980957e-05,0.0
MIR6732,-0.003166263183544443,0.0
FAF2,0.0006827914427588469,0.0
DGCR6,-0.0034466095339818026,0.0
ZW10,0.002219047708534188,0.0
ILVBL,-7.797015862690991e-05,0.0
SLC2A5,-0.0005550543154441574,0.0
ADH5,-0.0022687567160936586,0.0
MRPS12,0.003458342418505847,0.006851803043284025
PNISR,-0.0032496627296262205,0.0
CCDC51,0.00317271096129164,0.0
SETX,-0.0011421546372200175,0.0
RHBDF2,-0.00015356194690428247,0.0
LAMP3,0.002297384879157597,0.0
EBP,-0.001591179420629414,0.0
MTX1,0.002233852569785611,0.0
TSPO,-0.00070435678696337,0.0
LIME1,-0.000327359180626324,0.0
FBXO21,-0.000748134452141902,0.0
BCAN,4.183124291409066e-05,0.0
TP53TG1,0.000998689862959951,0.0
ZNF148,-0.00020712430210202373,0.0
VRK3,-0.003101467772241167,0.0
WSB1,-0.003324271548420483,0.003104659874138448
POFUT2,0.0004603263664402146,0.0
SMYD2,1.800616637298661e-05,0.0
NCOA6,0.0006439132595090824,0.0
NFATC2IP,0.001995907859205041,0.0
HERC5,0.003495943523714584,0.0
WDR61,0.002493412188105772,0.0
BABAM1,0.0016433861134953248,0.0
RAB5B,0.0036977398446481707,0.0
MRPS31,-0.0010969246528718343,0.0
TIMM23,-0.0011386779344395295,0.0
CNNM3,0.0018741641019605821,0.0
PSMC3,0.000226411270112921,0.000439441647654782
HMGXB3,-0.0013471644350267439,0.0
QRICH1,0.0020677575263071462,0.0
ZNF593,0.00042811338607141083,0.0
NOL9,-0.003217056374817794,0.0
SLC25A38,-0.0011976774066445074,0.00010256410256410249
CRTAP,0.004368490278963369,0.0003967939844986286
GLE1,-0.0008423214952901812,0.0
EDNRB,0.003972267969526422,0.0
PPM1A,-0.0015858270119527007,0.0
KAT2A,0.0019064097518508483,0.0
VAMP2,0.0012881809201605527,0.0
THYN1,0.0006042271055675196,0.0
SEMA3F,0.001968984453502822,0.0
RFX5,0.0010678032374855154,0.0
SLC17A5,-0.003091210292908511,0.0
OXCT1,-0.0012840043490516446,0.0
GSE1,-0.004982110943475907,0.0
BRD8,-0.000729675851833852,0.0
MAGT1,0.00029962511754552657,0.0
NECAP2,-0.0008097480551929351,0.0
CLK4,-0.0015483117766265668,0.0
GPBP1L1,0.0010121516813051616,0.0
ZHX2,-0.00028053028716075055,0.0
MERTK,-0.0020206559910404317,0.0
ANKRD36B,-0.0027913448099157723,5.1965811965811984e-05
DNAJC7,-0.0006658053458160733,0.0
DDX10,-0.0005622556954847048,0.0
LEMD3,0.0006419412725998352,0.0
LYRM1,0.004039411455029087,0.0
ITPR3,-0.0019458792858468978,0.0
AES,0.0030407230964747682,0.0
TPRKB,-0.0009654122210007875,0.0
MADD,-0.003203028649860274,0.0
UFL1,-0.0018236115729278652,0.0
MYO9B,0.001545064868350549,0.0
ZNF665,-0.001042076708982083,0.0
MAPK13,-0.002856775873256578,0.0
WDR74,-0.0021897269590219464,0.0
NCAM1,0.002056730248914878,0.0
TXNDC9,-0.001945124658605701,0.0
FTSJ3,0.0020342208798249514,0.0
ATG2A,0.001700220802732868,0.0
LARP4,-0.000633401887482071,0.0
GCN1L1,-0.00422355739858201,0.0
PREPL,-0.0005291284903991798,0.0
B4GALT2,-0.0020521899305138837,0.0
CDK13,-0.003201832372192579,0.0
ZNF587,-0.0008641288847889512,0.0
COMT,-0.00011300822731659965,0.0
BLM,-0.0014409731530462327,0.0
DDR1,-0.0005505549477844469,0.0
DCAF8,-0.0004487637357843926,0.0
TLE1,0.0024150026601887564,0.0
ROCK1,-0.005000049825067031,0.0
NDUFAF1,-0.0009533777783791051,0.0
HIPK2,0.0024773695689468277,0.0
CLCC1,-0.001785577750957548,0.0
TSR1,0.0009130573253993969,0.0
FIG4,0.002186321662191519,0.0
YIPF1,-0.0004016678847541176,0.00010509939498703535
SNAP23,-0.0013361219089052057,0.0
DGKA,0.00013088488269726535,0.0
GDE1,-0.0017131224375187667,0.0
ARSA,-0.0025877665075267568,0.0
LPCAT4,-0.004127560429462941,0.0
GGTLC1,-0.00307671683647967,0.0
PRPF19,0.0005953458142822137,0.0
TIMM13,0.00014271455139178111,0.0
HMGA1,0.0007752971109435025,0.0
ABCE1,0.00014340033944857495,0.0
COPS5,0.0011982585743127055,0.0
YY1AP1,0.00332408576131971,0.0
APH1B,0.0005785854197703006,0.0
FN3KRP,-0.0019597499714504216,0.0
RPA1,0.002507660519385686,0.0
GSPT1,0.0015253281268489815,0.0
ECI2,-0.00015913804235008865,0.0
COBLL1,-0.0032470498034085703,0.0027238548815792453
UTP18,0.0009187279021905553,0.0
RQCD1,-0.0004523643689592038,0.0
CCDC47,0.002641479870645529,0.0
HNRNPA0,0.0008390743549790661,0.0
PDCD11,-0.0004391261498449768,0.0
KLHL24,0.000529962858890963,0.0
CIAPIN1,0.0008878142614718155,0.0
MARCKSL1,0.0005829273735938386,0.0
RAP1A,-0.0007598102824179075,0.0
PPP2R5C,-0.004530363735449845,0.0
CYTH4,-0.0021004799931916545,0.0
TBC1D5,-0.0008055672380109971,0.0
CYP51A1,0.0008852178613362162,0.0
PMPCA,-0.0002062223721820827,0.0
IL6R,0.0007778102534682403,0.0
TRIOBP,-0.0018461783159018279,0.0
ARFGAP1,6.569615030891281e-06,0.0
OXR1,0.0003776244028187215,0.0
FAM63A,-0.0002106412863840488,0.0
ARHGEF7,-0.001349613687091329,0.0
FBXL5,-0.0012436603244555216,0.0
PIGO,0.0014910537095596966,0.0
DNAJA4,-0.002858658627944956,0.0
SGSM3,-0.003271683933121252,0.0
RXRB,0.0014494042323891742,0.0
LTN1,-0.004023972134454098,0.0
RAB21,-0.00042554073261922594,0.0
SLC41A3,-0.00045504111994046457,0.0
C2,0.0011715428119223581,0.0
WWC3,0.0007382400852992168,0.0
CUX1,0.0020277644987051723,0.0
AKAP11,-0.00269512105860976,0.0
TIMM10,0.006057277661633953,0.0
CPNE7,-0.0007431392733782464,0.0
MXRA8,-0.004886245450297719,0.0
FANCC,0.0014659068666672112,0.0
UNC5B,0.0030094643345373747,0.0
UPF3A,-0.0023396061688470077,0.0
ANKMY2,-0.0026100908442432545,0.0
ZNHIT3,0.0018407923935085011,0.0
ACOT13,-4.1149879646357574e-05,0.0
RUSC1,-0.006048027741313942,0.0
DHRS1,-0.0016701650500047338,0.0
UCHL5,-0.0016179384312107678,0.0
PLXNA1,0.003363376327662965,0.0
TRIM21,0.001736712167542667,0.0
IFT46,0.0026897104103876888,0.0
MCM3AP,0.002579015764652888,0.0
HLA-DRB6,-0.0021844268736046064,0.0
NDUFA5,0.0004709787542540704,0.0
SDAD1,-0.004672402747807532,0.0
AAMP,-0.003391690939134225,0.0
SECISBP2,0.0037935251445540695,0.0
UFSP2,-0.0033997596913341727,0.0
NUP37,0.0010568162794466198,0.0
TWF1,0.001402345206393275,0.0
NCOR1,-0.0016853941811673253,0.0
PLIN3,-0.0005473584950594788,0.0
MEN1,0.0008237881667298833,0.0
TERF2,0.0007792553018864279,0.0
PIGG,-0.001666936322894919,0.0
ASH2L,-0.0021018570387498375,0.0
AP1S2,-0.00017725128353900102,0.0
MAP4,0.0017676167958424669,0.0
COPS3,-0.0028155408380606544,0.0
IFITM3,-0.0015020311861096603,0.0
ARFRP1,-0.0026630765194546728,0.0
HSPA4,0.00213822088294668,0.0
NR1H2,0.0007265189854109871,0.0
TSC1,0.003842865207298464,0.0
IPO9,0.0011374513788429705,0.0
THAP7,-0.00019940860374952795,0.0
SLC25A11,-0.0006855395175803391,0.0
MX2,0.00032581703192980787,5.2054794520547844e-05
CDC14B,-0.0016404753095527783,0.0
SNX15,0.003188109614186934,0.0
SCLY,0.0006935982569614541,0.0
DPH1,-0.0003617056574173135,0.0
EXTL2,0.0012512611765023427,5.2595155709342515e-05
TPP2,-0.00267230259353253,5.212620027434846e-05
PTRH2,0.003193980249198399,0.00029073090184201286
GLUD1,-0.0009833396022158798,0.0
KAT7,-0.0007490416114540852,0.0
VARS,0.0014358978887852104,0.0
PDAP1,-0.0010171267938761238,0.0
ORAI2,-0.0028658423426593436,0.0
ERAL1,-0.0005027370870219673,0.0
MAP3K7,-0.004200149966613181,0.0
SLC6A13,0.001607885210947242,0.0
APBB2,7.756390524379375e-05,0.0
CYLD,-0.0025977677952399732,0.0
BCAS2,-0.0017727146615616454,0.0
SLC35A5,0.001897188549488734,0.0
C21orf59,0.0007735775833730618,0.0
TM2D3,0.0008856227111398432,0.0
NDEL1,-0.0023504215006938515,0.0
WBP11,-0.0003994671328357881,0.0
DLD,-0.0009813159948748355,0.0
ABHD11,0.0008687560831888095,0.0
COX10,0.0015475180850564227,0.0
EIF2AK2,-0.001704903747964629,0.0
PMS1,-0.001017602867298188,0.0
ADSS,0.00035495695903939745,0.0
GP1BA,0.0010181942479468573,0.0
PLEKHO2,-0.00043252427528881035,0.0
ISG20L2,0.0029207688156159053,0.0
CHST2,0.0025250387471000605,0.0
ALG11,-0.003615566310308131,0.0
NUP107,-0.0013314841253574553,0.0
RNASEH2B,-0.0029694593808603014,0.0
Igk,-0.005064886710739011,0.0
ASS1,-0.000333467995952018,0.0
AKIP1,-0.0021397771319169455,0.0
TBK1,-0.0010452020931061956,0.0
LY9,-0.00033732258141789525,0.0
ZNF292,-0.0025205599902161217,0.0
ADCY3,0.0014536160004738625,0.0
APEH,0.0011735657891431077,0.0
ANXA8,-0.0009756864747697096,0.0
UBQLN4,0.0005178500503241159,0.0
C3orf62,0.00018199483406034913,0.0
INF2,-0.0016430707601445425,0.0
MAP4K1,0.00039459077989283684,0.0
SLBP,-0.0030864925470911564,0.0
MTUS1,0.0009944280328557432,0.0005148581267652169
CYP3A4,0.003411784914457937,0.0
LINC00921,-0.0035429669766981584,0.0
RNF38,-0.00016738377326298615,0.0
ERC1,0.0006743179052843987,0.0
OXSM,-0.0005417059341299886,0.0
KIAA0556,0.0015724464412926412,0.0
PIGK,0.0026157384792847333,0.0
MOB3B,0.0001339944732482072,0.0
SMARCA2,0.003585295107806017,0.0
PML,-0.001502295288135377,0.0
CISH,-0.0010225764634470172,0.0
PCMTD2,-9.395616446560655e-05,0.0
SUCO,-0.0019516220809138562,0.0
MYH14,-0.003104008859696552,0.0
BTD,0.0028502828131924014,0.0
CNPPD1,0.001969144156732192,0.0
DYNLT3,0.002697007752817922,0.0
ZDHHC4,-0.001392863099654531,0.0
PEF1,-0.002744623832535281,0.0
ICMT,-0.0012887086893863156,0.0
PACSIN2,-0.0029674369802612944,0.0
C19orf54,-0.0017662043912186221,0.0
FLNA,0.0012138243196639868,0.0
STAG1,-0.0020944363889471122,0.0
RRM2,0.0006671740641288551,0.0
GGCT,-0.00033586117985248486,0.0
FAM102A,-0.0012195958189933009,0.0
TNFSF10,0.0013058393423963648,0.00010366581415174758
RBBP8,-5.5334060125120115e-05,0.0
TEX10,-0.0008151839175767056,0.0
DAG1,0.00035015389965128464,0.0
ANAPC2,-0.0005001147427237065,0.0
RAE1,-0.002198267790535771,0.0
UBR2,-0.0008611521798432765,0.0
NTRK3,-0.0006114252328025145,0.0
SETD3,-0.004721432569300208,0.00033516033516033523
PDCD6,-0.0022550532080653596,0.0
PRKRA,-0.0021399718236493237,0.0
CIC,-0.0016064764627578697,0.0
CD200,0.000684620510110863,0.0
ATF7IP,-0.001300327644496489,0.0
TMEM184B,-0.0001737213320982343,0.0
MFAP1,0.0008637239324307411,0.0
FNBP1,-0.0026052929754273625,0.003011371013375825
CYTH2,-0.0021712069343010412,0.0
CKAP5,0.0011222204900803224,0.0
NIPSNAP1,-0.0018780939581309179,0.0
LOC100272216,-0.003114033196023637,0.0
STAP1,-0.0016804693747293534,0.0
MBD3,0.005245437199478145,0.00019887278582930758
POLR1C,-0.0013877034187153034,0.0
PJA1,0.00047882852582956906,0.0
IGFLR1,0.00318498748318911,0.0
AEN,0.006971037212031485,0.0023021145448841214
CCDC86,0.003129470035788782,0.0
CLPP,0.007737727383226811,0.004308984233027707
PTS,-0.0003457552920345425,0.0
METTL1,0.0028910067432490814,0.0
RNPEP,0.0008845857147677356,0.0
ECI1,0.0034363695538035324,0.00036482602290883646
AP2B1,0.002629181183537901,0.0
LRRC8D,0.00016293164555306806,0.0
PTCRA,0.0029083414784887734,0.0
CNOT8,-0.0036312306030687204,0.0012110726643598615
ARHGEF11,0.0011205233247702114,0.0
OSBPL10,0.00047602948364138545,0.0
SNX2,-0.000398204224003516,0.0
SYNRG,-0.0020733587253882295,0.0
HLA-DMA,-0.0035825075720352763,0.002038521407481365
PRR11,-0.0009425801996638183,0.0
DVL2,-0.0010110340969535958,0.0
GABARAPL1,0.00024401038841331474,0.0
NECAB3,-0.0005752249076291752,0.0
BCKDHA,0.0015660765613405504,0.0
TNFRSF14,0.0029544920743166786,0.0
CRK,-0.003086232418146214,0.0
TNFAIP2,-0.0029510839490295205,0.00015261044176706834
BUD31,0.0027126433087513286,0.0
UBA2,0.0007914437554333055,0.0
VPS54,-0.0006583289119761463,0.0
RAB26,-0.0036918840971355733,0.0
RCBTB2,-0.003196216922607573,0.0004027473219911784
HAGH,0.002826347638131095,0.0
CHFR,-0.0008040129256829399,0.0
GCC1,0.0005677165676149701,0.0
MGRN1,-0.000978099666466715,0.0
RIPK2,-0.000569297224149038,0.0
TMEM97,-0.0007186541126731569,0.0
EIF2B2,-0.0002628916397258827,0.0
MIR1236,0.0008974181941525092,0.0
EMC2,-0.0045556338163602415,0.0
TRANK1,-0.002580521765017195,0.0013012662742999822
LOC150776,0.0004704017233744455,0.0
RYK,0.0020282632232122674,0.0001025468038455052
PTCD3,-0.0009115897046010563,0.0
GCSH,-0.00239094908214278,0.0
PHC2,-0.0014313036428512775,0.0
CLK1,-0.0027008301086980714,0.00010616378557709097
ACBD4,-0.002183975736988015,5.1965811965812086e-05
APOBEC3G,-0.0013172955562258243,0.0
CDS2,-0.0014296721571414777,0.0
PCK2,0.0015668988480913003,0.0
DDA1,0.0010167026595056606,0.0
KIAA1551,8.153124488369881e-05,0.0
AGK,-0.00013815396484335036,0.0
UNC45A,0.0013490805485929095,0.0
CLOCK,-0.0007072273674472485,0.0
ITPK1,-0.004401975095253187,0.0005164867927771155
SLC25A32,-0.001028094028608168,0.0
ATP6V1B2,-0.0038579313750946344,0.0
TUSC2,0.0038262637727458438,4.7500000000000016e-05
PHF11,-0.0014689962955423794,0.0
INTS5,0.002201674479676677,0.0
UGGT1,0.0010119210486464298,0.0
GTPBP2,-0.0013777110901240482,0.0
THTPA,0.004356948357531876,0.0
ARIH2,-0.002166188715803573,0.00010256410256410248
ATP5SL,0.003369430427357617,0.0020265053810903932
ARAP1,-0.0026807259844920956,0.0
NPEPPS,0.0018192476503926015,0.0
STAT6,-0.00039670477332074376,0.0
HDAC9,0.0013867224083990528,0.0
A1CF,0.0006304559675668052,0.0
ERCC1,0.0018048731949326315,0.0
SP100,-0.0028322000112245755,0.0
VPS4A,-0.0007598237603742097,0.0
ANKRD49,0.00378460441486798,0.0
MTHFS,0.00016910890523544436,0.0
GATA2,-0.002069973800765269,0.0
ARL3,-0.0018043936631797182,0.0
N4BP2L2,-0.0058638982762391515,0.001854605521380367
NARF,-0.0003726954249311844,0.0
PPIF,-0.0013420387977485387,0.0
RUNX3,0.0010077400950738624,0.0
CREBZF,-0.005514980792176507,0.0005505666105254403
NAE1,-0.0009004414238875194,0.0
SBF1,0.0004985816005238653,0.0
KNTC1,-0.001995428336068925,0.0
PKN2,-0.0003249745178830505,0.0
SACM1L,-0.0005218947330690064,0.0
FLAD1,0.0005625465942299448,0.0
PCBP4,-0.00023776165008128876,0.0
IDH1,-0.002194346278673471,0.0
CBFA2T3,-0.003298694015525684,0.0
AGFG1,-0.004521554807097742,0.0
FUBP1,-0.0009739803126420897,0.0
THUMPD1,-0.001005539627434351,0.0
FOXJ3,-0.0022582771061604107,0.0
SENP6,-0.001545298915610573,0.0
LOC101060747,0.002779924558464419,0.0
HMG20B,-0.0038397470157481434,0.0
KIAA1751,0.0013391992230807257,0.0
SMC4,0.00027142962386305584,0.0
ZNF692,-0.0009749821082841076,0.0
CTSA,0.0006900947313325704,0.0
RAB11B,0.0006886979488873074,0.0
NOL11,0.0007749098955527948,0.0
DHX16,0.005036053380207805,0.0
SNX27,0.0014673605551280434,0.0
CYB5A,-0.0024165496754982333,0.0
CRADD,0.0009841679051368634,0.0
HEATR1,-0.001261585571145425,0.0
BBC3,0.0017478539314683282,0.0
PIK3C2A,-0.0035889792699272892,0.0
ACVR1B,-0.0010793095759227406,0.0
INPPL1,-0.0005048031772903128,0.0
USP5,-0.0009851008410656688,0.0
RALGAPB,-0.000818748878730783,0.0
MED27,0.0014413035729725018,0.0
KDM3A,-0.001741743318038862,0.0
RFC1,-0.0019407779744456208,0.0
WBP1L,0.0001355094890800522,0.0
CKS1B,0.0011211027974746886,0.0
SNRPF,0.0011403390822741063,0.0
ITSN2,-0.0022786100213298614,0.0
PCID2,-0.0015597030185764893,0.0
RAB11FIP5,-0.0006513320519497441,0.0
CHERP,-0.0003689420096400234,0.0
NAGLU,-4.73695784451295e-06,0.0
VAV1,0.0024761120738157763,0.0
DNAJC24,-0.0007860321246614363,0.0
TFB2M,0.00015951424589417165,0.0
CLP1,-0.0022652576394985415,0.0
RHOT1,-0.0007252119187000266,0.0
TEX2,0.0020232016780745254,0.0
PROSER1,-0.004611195781815376,0.0015997419388816474
ZYX,-0.0008874094884776619,0.0
GLYR1,-0.0010447188806418835,0.0
BTNL3,0.0019615881203188077,0.0
GON4L,-0.004069716970214588,0.0003607119314436387
SMCHD1,-0.0059955096184040445,0.0
GIT1,0.0004963763566318814,0.0
FASTKD2,-0.0019819701375881223,0.0
MAK16,-0.002038127201010386,0.0
NDUFB7,0.004143670283258129,0.0027490983645756567
PRR5,-0.0014735697739422734,0.00010468319559228648
CRYBG3,0.0007071774922787502,0.0
HMOX2,-0.002211092949767655,0.0
BOP1,0.002051576868459824,0.0
PAFAH1B1,-0.0008009942780121516,0.0
ATXN1,-0.005007744515153221,0.0004957463792906833
MRPS17,-0.0010188185958807372,0.0
PCGF2,0.00047358313269231083,0.0
NIPAL2,-0.001227088516905933,0.0
RNF139,-0.0020298304423277467,0.0
CHMP4A,0.006015100421091281,0.0
ZSWIM8,-0.0024089505912228935,0.0
PRPF4B,-0.0024985081356426538,0.0
LOC100506639,-0.0011885506478869243,0.0
RARRES3,0.0006021898070432297,0.0
RNF167,0.001240717086607049,0.0
GGH,0.0030820467657678235,0.0005947316364956218
ALG13,-0.0017156348184269013,0.0
NELFB,0.005741504816365873,0.004521140913184313
ICE1,0.0007827490253929263,0.0
AMN,0.0019571050527323387,0.0
DHPS,0.001076300575490173,0.0
ADA,-0.0009142138514262732,0.0
ASNSD1,-0.0008706564524386745,0.0
MAP3K5,0.0009127646947763425,0.0004649686738316074
RP11-10N23.4,-0.000775972897264307,0.0
TARBP2,-0.002292015332623633,0.0
FAM49A,-0.001443602867041431,0.0
KDSR,0.0020653699057525243,0.0
NBAS,0.000492189141128623,0.0
BRD9,0.0009396581105621084,0.0
SH2B1,0.001521451321454019,0.0
PAPPA2,-0.0012413830132839353,0.0
DENND1C,-0.002340453574633353,0.0
ITPKC,0.001211407270059195,0.0
SP140L,-0.003170062317152721,0.0
MRPS18A,-0.0038709181398075723,0.0
SLC39A7,-0.001383253149370708,0.0
TRIB3,0.0011172999062416269,0.0
PNKP,0.0008307145691511639,0.0
C6orf47,0.00425194912258837,0.0
EAPP,-0.0022119710271480595,0.0
PPP2R5A,-0.0018631323483420468,0.00029343629343629344
GCDH,-3.827949859052434e-05,0.0
ELP5,0.0008095677087533434,0.0
DUSP3,-0.003096928876299205,0.0
KIAA0101,-0.00012085215966402327,0.0
LAPTM4B,0.0010048304149064221,0.0
GPR12,-0.001469682614423374,0.0
ATP11B,0.002244662118983104,0.0
PEX2,-0.000692622348843585,0.0
MIR4746,0.0012465551588836418,0.0
RAB11FIP2,-0.0020345172136335228,0.0
PRPSAP2,-0.000746573887707716,0.0
ELK1,0.0021344376512595522,0.0
PPAP2B,-0.0013581371098189024,0.00010245018464196553
CAAP1,0.00018198528341021667,0.0
HEY1,0.0010447877896686503,0.0
SNTA1,0.0008371015236407642,0.0
SLC25A4,0.0044486146561587584,0.0
PRDM2,0.0008973805758183428,0.0
SLC12A2,0.00020494231819545878,0.0
IDH3A,0.0018685208766148216,0.0
DCUN1D1,0.002179728492482043,0.0
STAT4,-0.00020208459369019564,0.0
KIF13B,-0.0003650429927747911,0.0
S100A11,-0.0021662185900742817,0.0
SAFB,0.0030544737604327804,0.0
RRM1,-2.1927290319782973e-05,0.0
SIK3,-0.0022144196168502736,0.0
EML2,-0.003416358206497683,0.0
PMM2,-0.001733334420768859,0.0
HAUS4,-0.0010202203446736885,0.0
PPP1R14B,-0.0013205994024748622,0.0
