Gene Symbol,log2FC,pval,adj_pval,significant
PHF20,-0.5800213374734486,2.3817540954932017e-06,0.03152727896204351,False
TTC9,-1.0364883193679173,0.00031342613397244507,0.29311586452140576,False
DUSP4,2.0196064854142337,0.0006770466847002119,0.29311586452140576,False
IGHM,-2.6384915628126855,7.731168542288596e-05,0.29311586452140576,False
HNRNPA1,0.680859866844937,0.0007458586450484995,0.29311586452140576,False
IGLJ3,-2.352651308202365,0.0007622040925062595,0.29311586452140576,False
LOC51145,-1.2320982627227357,0.0007501442461034632,0.29311586452140576,False
TMEM147,0.7448940006729057,0.0006988056803720351,0.29311586452140576,False
TXN,0.6870524215030258,0.0005647269143169957,0.29311586452140576,False
YBX3,-1.394930403185123,0.0005651401831451476,0.29311586452140576,False
SVIL,1.411293650152527,0.00041908790516027676,0.29311586452140576,False
UNC13B,0.5959366090136591,0.0005807056273280551,0.29311586452140576,False
TMED1,1.0129571205593635,0.0005159841679504527,0.29311586452140576,False
PFDN1,0.5455560544063189,0.0007408744189621696,0.29311586452140576,False
TSPAN3,0.6351406620906701,0.0001346110187995333,0.29311586452140576,False
MATN1,-0.9318301241908671,0.0005164797280513974,0.29311586452140576,False
UQCRFS1,0.5518277881958902,0.0003100607001495454,0.29311586452140576,False
SFXN3,-0.9127944820171754,0.00023585293754298486,0.29311586452140576,False
ST3GAL5,0.6203522827501011,0.0004156384364168165,0.29311586452140576,False
SAP30BP,-0.3498421598013568,0.0008546003381788154,0.29311586452140576,False
MAPK3,-1.1901630405070138,0.0007180825282000373,0.29311586452140576,False
REN,1.0436070392872745,0.00032223771426624463,0.29311586452140576,False
NCKAP1L,-0.7993787968536044,0.0002477327680789827,0.29311586452140576,False
SF3B5,-0.4188047236639427,0.00039129347847666467,0.29311586452140576,False
SH3TC1,-0.5918086935376312,0.0008636034385687713,0.29311586452140576,False
RPL23AP53,-1.363423148775965,0.00010276392403928127,0.29311586452140576,False
GRB2,-0.43965309185950296,0.0007775726928197923,0.29311586452140576,False
APOBEC3G,-0.6443885966718224,0.0005844557146778822,0.29311586452140576,False
PRPF31,0.4975661968314622,0.0008049946334872481,0.29311586452140576,False
ARMCX6,-0.3666931748345412,0.0008590423333885572,0.29311586452140576,False
AVEN,1.0206476100194983,0.0005384689284387267,0.29311586452140576,False
NOP16,0.733794619385133,0.0004205538447977407,0.29311586452140576,False
BCAS1,-0.8073867616704726,0.0005702975051855878,0.29311586452140576,False
GPI,0.5973031069726247,0.00031441690926942205,0.29311586452140576,False
ITGA1,-1.7660938215290307,5.9123195221309004e-05,0.29311586452140576,False
CDKN1B,-0.6728575730331094,0.0008509343032331227,0.29311586452140576,False
ITGAE,-0.6279680055136971,0.00026221275261859424,0.29311586452140576,False
SLC7A7,-0.6016745590500889,0.0005920389330771563,0.29311586452140576,False
BGN,-0.5715937542767797,0.0006879807393075106,0.29311586452140576,False
LOC101930405,-1.5082687146481586,0.0015329192542229092,0.2971075549779529,False
NPTN,0.6567834575190332,0.0009109006804340076,0.2971075549779529,False
NPM1,0.5196793437484324,0.001581582811415969,0.2971075549779529,False
ITM2C,0.8962894450261043,0.0011862047361744397,0.2971075549779529,False
MPZL1,0.3972844183752908,0.0017415912865040711,0.2971075549779529,False
HIST1H2AG,1.3111828039455764,0.0012525101909934707,0.2971075549779529,False
RPS17P5,0.8146454700204373,0.0013201550992237886,0.2971075549779529,False
TTPAL,-0.45278062005234965,0.0011606450787121348,0.2971075549779529,False
ZNF862,-0.41614251609964814,0.0014224885941982132,0.2971075549779529,False
P2RY10,-0.6380442526566243,0.0013890048177961677,0.2971075549779529,False
CUEDC2,0.26388533800146874,0.0018201616162401542,0.2971075549779529,False
ETF1,0.5094284419160662,0.0014397132396817376,0.2971075549779529,False
SQRDL,0.4296205226246208,0.0019343805188200276,0.2971075549779529,False
DMC1,-0.6384509844958162,0.0018161689124052366,0.2971075549779529,False
HIGD2A,0.7974383337567126,0.0009261760642737144,0.2971075549779529,False
LRRK1,0.9739623958723804,0.0016764385649834582,0.2971075549779529,False
PITX1,-0.9419108535810059,0.0011795639880108541,0.2971075549779529,False
PLAUR,-0.6340605485034132,0.0018012984309160698,0.2971075549779529,False
RPRD1A,0.4953396369628411,0.0019527353088374935,0.2971075549779529,False
IGHA1,-1.6829584693621271,0.0016702808563630316,0.2971075549779529,False
HSPD1,0.43207705735961,0.001770435806975207,0.2971075549779529,False
DAG1,0.4227092654278799,0.0014868528007003375,0.2971075549779529,False
GLTP,-0.7332888903758388,0.0016048529968509147,0.2971075549779529,False
HIST1H1C,1.193316558148247,0.0018651733670381238,0.2971075549779529,False
