Gene Symbol,log2FC,pval,adj_pval,significant,gran_corr,purity_flag
ATP13A1,0.3460859917109964,0.003637530401304475,0.03780133804270724,False,,False
NTSR2,0.3853777698352516,0.003638203872962833,0.03780133804270724,False,,False
SLC11A2,-0.3167473510215295,0.003650782807589892,0.03787877625720837,False,,False
S100P,-1.2891150205981194,0.0036542416922607152,0.03787877625720837,True,0.69317015361002,True
COL10A1,1.0777337082694247,0.003651493222387579,0.03787877625720837,True,-0.21821118819194132,False
USPL1,-0.39931447846482016,0.003665975187193042,0.03797066788174827,False,,False
ETFDH,-0.974633823474119,0.0036759730891214523,0.03804445330781912,False,,False
MKNK1,-0.548359143818864,0.003683086334635273,0.038088292040286804,False,,False
RPA2,-0.3205590022128977,0.003691387035226262,0.038144332697338044,False,,False
DYNC1I1,0.5077079562444817,0.0037032899361367625,0.03820767644944842,False,,False
HRG,-0.6583771658158737,0.003701367648893768,0.03820767644944842,False,,False
PTPLB,0.4137585082274793,0.0037188811961750908,0.03833865295464928,False,,False
HRASLS2,0.8251658006796259,0.0037263108934884976,0.03835550334145198,False,,False
IKBKB,-0.6944572486948921,0.0037240053300505787,0.03835550334145198,False,,False
FXYD5,0.5789858157086893,0.0037305932429293207,0.038369745731666995,False,,False
TOP1,-0.3141013176512839,0.0037395702205487635,0.038432213516618,False,,False
RIOK2,-0.5288105252895416,0.003745629463944974,0.038454363868354935,False,,False
PIR,-1.391224046275033,0.0037531700630817587,0.038454363868354935,True,0.12648158435000487,False
LINC00302,1.2140957711064289,0.0037533457821194056,0.038454363868354935,True,-0.05463471850857481,False
RPL18,0.4152938381075604,0.0037484014118016433,0.038454363868354935,False,,False
FOLR2,-1.463422324410466,0.0037585513469726773,0.03847791506564372,True,0.6010877533814307,True
TFEC,-0.8064561248117625,0.003782914870639888,0.03860789833666939,False,,False
NIPBL,-0.2983748397451613,0.0037801079258059735,0.03860789833666939,False,,False
HSF1,0.408998112924845,0.003782014583477092,0.03860789833666939,False,,False
PROX1,1.3417813171229733,0.00378246690685625,0.03860789833666939,True,-0.17875380592161114,False
MED16,0.4500366591379006,0.003798171013514829,0.03873373629113697,False,,False
AKAP8,-0.33736871412142655,0.0038017107700307,0.03873998880900414,False,,False
SNIP1,-0.5269183377520612,0.003822915904942611,0.03877051423989076,False,,False
RNF186,1.0745413093718712,0.0038224387095633383,0.03877051423989076,True,-0.10084304968481513,False
PPP2R5A,-0.27243805633312057,0.0038089096285254384,0.03877051423989076,False,,False
KIF1C,0.797370077578293,0.003825209004857395,0.03877051423989076,False,,False
IVNS1ABP,-0.4985127275442274,0.003811330124360317,0.03877051423989076,False,,False
CEL,0.7866553207081308,0.003818263698640208,0.03877051423989076,False,,False
PRMT2,-0.43689148795299637,0.0038194514794241616,0.03877051423989076,False,,False
IRF2,-0.5313800416058942,0.0038364838188279585,0.038855039257709015,False,,False
CAMTA2,0.5597802546149726,0.0038414248673790405,0.038875337132642476,False,,False
PTPRC,-1.1466402428959004,0.003850775590598964,0.03894019594557562,True,0.5803936863086239,True
NRXN2,1.061270780593773,0.0038620685397392,0.03900536185728718,True,-0.1606258651052263,False
SETDB1,-0.3838595657544275,0.003863113197469479,0.03900536185728718,False,,False
ANKRD36BP2,-1.3144174337836994,0.003877635140115673,0.039122146608011554,True,0.18338011387579564,False
LOC101060747,0.4453939791443471,0.0038867806237964653,0.03918455073662895,False,,False
TYROBP,-1.049497985377407,0.003907778216923367,0.03918731837682925,True,0.7312057446510238,True
SUOX,-0.6667201103679439,0.003904551920306739,0.03918731837682925,False,,False
SCNN1B,-0.7855197033988421,0.003898979110795852,0.03918731837682925,False,,False
TRAPPC6A,0.24923349707156994,0.0038994647487089647,0.03918731837682925,False,,False
EP300,0.4356837000483207,0.0038976380626364504,0.03918731837682925,False,,False
PWP2,0.7652466254126455,0.003906970040407971,0.03918731837682925,False,,False
SOX18,1.4437610447861475,0.003905820559118636,0.03918731837682925,True,-0.06374326260049408,False
TONSL,0.7473864401434662,0.003928495572894472,0.03936525049084339,False,,False
AFF1,0.5114649805283698,0.003956458622850215,0.03961464470078895,False,,False
SLC4A1AP,-0.24338739689397038,0.003963157848739623,0.03961464470078895,False,,False
POLR2J4,0.6648226394572649,0.003965004180264527,0.03961464470078895,False,,False
PLAUR,-0.49346614415641454,0.003965355007066961,0.03961464470078895,False,,False
IGF2,-1.0707078745199672,0.003984375262813583,0.03977464204665414,True,0.532573921372811,True
CUL7,-0.45709349710990743,0.003994603428185122,0.039846695990117906,False,,False
BCKDHA,0.5101539804885782,0.004006946409687794,0.03993972110319076,False,,False
SPTBN4,0.7476662730647172,0.004024260183807739,0.04008211591652599,False,,False
SLCO4C1,0.545454484546287,0.004027660131503238,0.04008581741406644,False,,False
LRIG1,-1.0833845392904005,0.004055642948488894,0.040213142853294005,True,0.19061267838178916,False
RPL36A,0.42801926301067716,0.004053949325725178,0.040213142853294005,False,,False
GALNT6,-0.6172746697074221,0.0040513680592336575,0.040213142853294005,False,,False
SUPT5H,0.30065116135277314,0.004045420278742283,0.040213142853294005,False,,False
SERPING1,-0.8542274219098314,0.0040522848526038345,0.040213142853294005,False,,False
CRLF3,-0.29850778794788546,0.004067299022353876,0.04029853080755857,False,,False
NAT6,-0.9980315547171701,0.004072968130423216,0.040324516935237184,False,,False
CHRNB2,0.6922855756417245,0.00407821383290458,0.04034627541566362,False,,False
SPAM1,0.6817138212483833,0.004094135919946157,0.04047354531167086,False,,False
LOC101928747,0.3651031231089803,0.00410093110936939,0.04048025734132932,False,,False
RAB14,0.37751995158722096,0.0040988804306260574,0.04048025734132932,False,,False
TPPP,1.0314629375713258,0.004116569780698984,0.04060434738234907,True,-0.056679021388398206,False
ZDHHC14,1.3603317774074224,0.0041308005673870545,0.04071437610610755,True,-0.14035744045004042,False
FANCC,0.3719583470128782,0.004136959840758964,0.04074474509830834,False,,False
LOC100272216,-0.6117855230117772,0.004141043405204445,0.04074527230497261,False,,False
BST2,0.5992330525323712,0.004146247774782663,0.04074527230497261,False,,False
GPC1,-0.9540274161825586,0.004143656169698334,0.04074527230497261,False,,False
HIGD1B,0.7444905054099751,0.004151035327442186,0.040761381851095825,False,,False
LGI2,0.46597175150886017,0.004154045789614586,0.040761381851095825,False,,False
ASAH1,-0.665242635047397,0.0041574933433732005,0.04076499213794893,False,,False
FLOT1,0.2936042438953681,0.00416258035242025,0.040784660344179754,False,,False
FKBP6,1.0268877623772772,0.004179899734569729,0.04092406271190791,True,-0.2742980529057009,False
EXD3,0.5484938252598823,0.004191974273719959,0.04096401718347466,False,,False
C17orf59,1.0119338845912953,0.004202902911826736,0.04096401718347466,True,0.044655861287490176,False
YWHAB,-0.37325474713581563,0.0042112456730129125,0.04096401718347466,False,,False
RAB5C,-0.4318976925498852,0.004211832544134548,0.04096401718347466,False,,False
FMO3,-1.1474143357083566,0.004199995142304679,0.04096401718347466,True,0.27809913065917896,False
RGCC,-0.8695519000735548,0.004193175014060568,0.04096401718347466,False,,False
AMOTL2,-0.650192584504615,0.00420568892029305,0.04096401718347466,False,,False
TUT1,0.9596623182680828,0.004203973678251941,0.04096401718347466,False,,False
TBC1D4,-0.4707403431664883,0.00420384884453003,0.04096401718347466,False,,False
C9orf3,1.1010289673581548,0.004231246239428189,0.041092447887975746,True,0.07031092234521216,False
ZNF197,0.555890655371055,0.00423098715934052,0.041092447887975746,False,,False
BTN3A1,0.4783455520424731,0.004236574541773403,0.041114030212210065,False,,False
RPL3,0.3197659807382003,0.004240461074264104,0.04112159944324831,False,,False
LAMA4,0.38113906075481907,0.004244763806152702,0.041133190704277685,False,,False
DDX25,1.090867807900957,0.004248437546985377,0.04113867433024538,True,-0.11675682589502326,False
IQCK,-0.9331337452574973,0.004267641489326122,0.04126425887086185,False,,False
SLC12A7,-0.7573810156509371,0.004266145948604555,0.04126425887086185,False,,False
NOTCH3,-0.6264961446369233,0.004283144087904838,0.0413839257602893,False,,False
MAFB,-2.7442124428762575,0.004302857438318662,0.04154407287456173,True,0.5612617547206884,True
PCDHGB6,1.4711096457800217,0.004309149000089424,0.04154421363014109,True,0.00665126198033378,False
COL8A2,0.792172345065195,0.004308102278787002,0.04154421363014109,False,,False
LPIN2,-0.3305766923593527,0.004313965221790607,0.04156037674005987,False,,False
PADI3,0.6008194876198685,0.0043714937645472135,0.04193149489950106,False,,False
AKAP9,-0.4184194091426434,0.004365135417536886,0.04193149489950106,False,,False
UBE2D3,-0.340624794526482,0.004356452446830264,0.04193149489950106,False,,False
XRCC6,0.31784798217130295,0.004364231879227645,0.04193149489950106,False,,False
PMCHL1,0.9713928830378471,0.0043694759941978805,0.04193149489950106,False,,False
TRA@,-0.7514539325869976,0.00436616622905065,0.04193149489950106,False,,False
GOLGA7,-0.3209243150554215,0.004380650946313112,0.041988904110316194,False,,False
PNISR,-0.4867010744952296,0.0043887593411990064,0.0420361848042339,False,,False
PEX16,0.26037024188326185,0.004395496944440024,0.04203987937395419,False,,False
GRN,-0.5067640465057881,0.004394531319710702,0.04203987937395419,False,,False
FGL1,1.1929978494824827,0.004399500433075286,0.042041306908179414,True,-0.21580163465657543,False
PSTPIP1,0.6960290575393611,0.004401998290755962,0.042041306908179414,False,,False
PABPC1,0.33273004396603767,0.004406585994869467,0.04205477924591719,False,,False
CD97,0.939762138464685,0.0044141006003865545,0.042096145279046704,False,,False
SH3GL1,0.8355598732416452,0.004443878255466203,0.04232735539609845,False,,False
ISCU,-0.3382144407779375,0.004444740046881986,0.04232735539609845,False,,False
DDRGK1,0.2789181709047561,0.004464970955512806,0.042489446828269606,False,,False
GNPDA1,-1.0995885137505574,0.004486842021167109,0.04262065631871295,True,0.1188453025302769,False
RGS1,-1.8757556599814205,0.004488418441360267,0.04262065631871295,True,0.29987993525393736,False
CMA1,-1.0036791008545176,0.004482187349947944,0.04262065631871295,True,0.43807949107529653,False
LYRM2,0.55402809364496,0.004494450831689127,0.04264734455847238,False,,False
CA10,1.0588658256446757,0.004509180570195896,0.0426950488915088,True,-0.07695882314881286,False
FBXW4P1,0.9923692402801709,0.004510337459561419,0.0426950488915088,False,,False
FAM50A,-0.2795335408789157,0.004509046588573425,0.0426950488915088,False,,False
CAPRIN1,-0.39727212831620307,0.0045123799500808946,0.0426950488915088,False,,False
NAT10,0.27327142152223516,0.00452980999791291,0.04278794398166288,False,,False
ALG11,-0.2721856916835126,0.004529009096915637,0.04278794398166288,False,,False
IFT74,-1.6867236938379326,0.004531895252873865,0.04278794398166288,True,0.1297250940315594,False
CSNK2A2,0.4105584696412059,0.00453824824860343,0.042817385649867146,False,,False
DNAJA1,-0.3022117458007454,0.00454729818264545,0.04287221228182181,False,,False
CYP4B1,0.9395636366590976,0.004557199812590054,0.04293498499591071,False,,False
PANK3,-0.43677506095493257,0.004567921669637254,0.04300539056969298,False,,False
CXCL12,-1.2333116604577903,0.004583155182092186,0.04311814153898669,True,0.6447114908182613,True
SRSF1,-0.4501473354188583,0.004599611236491357,0.04324222580783813,False,,False
ACKR4,1.680009343637149,0.0046071218495673865,0.04328209504806494,True,-0.2200647024542561,False
SLC30A5,0.732286494729756,0.004611039528219775,0.04328817747166324,False,,False
CRYGD,1.0298300405780871,0.00461852381764041,0.043300456960764906,True,-0.04587062491769417,False
ANK3,0.7354967011808036,0.004618889871466348,0.043300456960764906,False,,False
CCKAR,0.9484836084634729,0.004631803384731111,0.043390786556040846,False,,False
HERC5,0.5071960528704622,0.004647372225142886,0.043457417079040016,False,,False
ASIC4,0.8179152061137707,0.004645899898257817,0.043457417079040016,False,,False
LTN1,-0.4026823763309775,0.00464876502107129,0.043457417079040016,False,,False
TFF3,-1.033128650977626,0.004654419850476937,0.043479573437377,True,0.15601940552581978,False
PGD,-0.3860611645618146,0.004674249125293254,0.04363401669358731,False,,False
KLHDC2,-0.36143414612246083,0.004682322799700936,0.04364782176031077,False,,False
LOC100996696,-0.5471434969538542,0.0046796155159578206,0.04364782176031077,False,,False
MAGEA8,1.2415233310698843,0.004697032773521006,0.043754132880434594,True,-0.12916665117819381,False
MFAP5,-0.41827166673162175,0.0047057437401558195,0.04377696016972763,False,,False
NPEPL1,0.7113509716452029,0.0047060976294872265,0.04377696016972763,False,,False
IQCB1,-0.4376988173269929,0.004711950485751428,0.0438006240027329,False,,False
HLA-DQB1,-1.340322851039259,0.0047168781206779024,0.04381566012871115,True,0.6949022994805008,True
MMD,-0.9217908936761958,0.004752571691989372,0.04411626331477091,False,,False
AP2A2,-0.3758091335075058,0.004764225694655847,0.04416250386565788,False,,False
MUC4,1.170004720269291,0.004761790774242208,0.04416250386565788,True,-0.0250397372623452,False
AP3S1,-0.23203435660325944,0.004775264546118626,0.04420292083704353,False,,False
LYRM1,0.44856056864413496,0.004773957799171902,0.04420292083704353,False,,False
NUDT4,0.3660970169286699,0.0047861109326305,0.04421057251586178,False,,False
EFCAB1,-1.0054594959833567,0.004783101302795525,0.04421057251586178,True,0.36505987968572473,False
DSCR4,0.5696145945008357,0.0047818253470111325,0.04421057251586178,False,,False
CS,-0.30875299783944854,0.004814676128903629,0.0444434225371669,False,,False
BTN2A3P,-0.5086775695180545,0.004819337312960929,0.04445544809175179,False,,False
CCL27,1.3538453968942088,0.004826275910594783,0.04445749076446983,True,-0.3108383666894413,False
ZBTB11,-0.35061223077682335,0.0048239514817495655,0.04445749076446983,False,,False
TIMM8B,0.41678054835902323,0.004830465338512735,0.04446513886362522,False,,False
SETD3,-0.34484152123056333,0.004848942753483296,0.04455228325520283,False,,False
IL3RA,0.9156972800783265,0.004850029475768473,0.04455228325520283,False,,False
SIVA1,0.46130748217452755,0.004843302997085046,0.04455228325520283,False,,False
PLBD1,-0.7342230177706472,0.004853429664937435,0.04455259949707131,False,,False
BMP2,-0.9324347552055459,0.004867083579905484,0.044646975292591054,False,,False
SKP2,-0.807518695937663,0.004890135040241028,0.044765364818582634,False,,False
HMGB2,-0.6901084034402132,0.004888349533889675,0.044765364818582634,False,,False
ZNF528,1.3623318430258387,0.004885051351927039,0.044765364818582634,True,-0.020918403418425085,False
SPTSSA,-0.477781962925361,0.004895091675554642,0.04477977091176005,False,,False
PTPN22,-1.3228522744865234,0.004911574089853928,0.04489712342826422,True,0.4946865221288581,False
HPS4,-0.7340794030910525,0.0049147036222372785,0.04489712342826422,False,,False
ISG15,0.6806518474069634,0.004918891037468985,0.04490438666412204,False,,False
UPF3B,-0.40809763918725217,0.004951882011881134,0.04517440536958689,False,,False
PPIA,0.3764250358495662,0.004960489733186712,0.04522176487478823,False,,False
TRMT2A,-0.5030328860704678,0.004973421834778737,0.0453084548017661,False,,False
LAIR1,-0.6465788008996665,0.00500756196177642,0.04558810019809798,False,,False
ERVMER34-1,0.7991679142898693,0.005011480656941504,0.04559241887005821,False,,False
TMEM8B,0.4160318426334122,0.005020172843819945,0.04564012907530537,False,,False
ATG2B,-0.4150184172413507,0.005038919510506211,0.04577911980821601,False,,False
RDH16,0.6450544839978871,0.005044883418790638,0.04580186681380773,False,,False
FBL,0.4863714645337751,0.005050512026480364,0.0458215405719812,False,,False
RAPGEF5,0.3652571180073103,0.005054023609611811,0.045821993507144894,False,,False
GEMIN7,0.7630511369513897,0.005065321072448453,0.0458615971518469,False,,False
DSTN,-0.3829980774978239,0.005063317214204909,0.0458615971518469,False,,False
RP3-452M16.1,0.6844675302843588,0.005084310727657801,0.046002065004789004,False,,False
PCP4,1.047321640553525,0.005122749886732752,0.04631819689254196,True,-0.11125564102074148,False
KRT8,0.6947153316573882,0.005138781097444111,0.04643143029820321,False,,False
RSRC2,-0.340912181996778,0.005142705676496345,0.046435194433684934,False,,False
RSU1,-0.4425995759971819,0.00515888604594815,0.04654953959796569,False,,False
ZHX3,0.5956010425783802,0.005199562109971802,0.0468846073908016,False,,False
LCN1,0.6627652968227258,0.005212375635600119,0.04696815268103389,False,,False
ALPP,0.7627846879693623,0.005219180364799791,0.0469974765230305,False,,False
ARMC2-AS1,0.3293220141133091,0.005224229185723189,0.047010959708645716,False,,False
WASL,-0.6850761646807255,0.005256599123153382,0.04705436298859592,False,,False
TTTY2,0.6080669784863941,0.0052415470418837274,0.04705436298859592,False,,False
VHL,0.7017865206243439,0.005261090399090881,0.04705436298859592,False,,False
SDK2,0.7467943120154343,0.005247620271858219,0.04705436298859592,False,,False
TMEM259,0.5236894618964953,0.0052689786009350315,0.04705436298859592,False,,False
NEK4,-0.34625167624263753,0.0052349488906665124,0.04705436298859592,False,,False
VCP,-0.43546231990508844,0.005251939248118207,0.04705436298859592,False,,False
FUCA1,-0.924643036925664,0.005263176226001973,0.04705436298859592,False,,False
MTMR4,-0.30965078340389063,0.0052653374395595365,0.04705436298859592,False,,False
ZNF143,-0.34352313623234565,0.005261941223069886,0.04705436298859592,False,,False
ANKS1A,-0.5543691578715757,0.005263725100795422,0.04705436298859592,False,,False
GNB2L1,0.4585380316180583,0.005271709625450461,0.04705436298859592,False,,False
LMX1B,0.5838771289474209,0.00528405199990791,0.04712425601619649,False,,False
ACYP1,-0.5778317286721162,0.0052866601332667365,0.04712425601619649,False,,False
FLNC,0.7746255059936802,0.005290557380418283,0.04712725978775021,False,,False
SNRPD1,0.38463441387203545,0.005294448436997435,0.04713020441192673,False,,False
PON3,-0.9548301883025161,0.0053084258853195836,0.04722287193815546,False,,False
GLB1,0.34856941558001076,0.005319012081208033,0.04728526723905355,False,,False
MLLT10,-0.2617038133664895,0.005337630162918579,0.047355368945411015,False,,False
RAB3GAP1,-0.35926810874252446,0.00533713390069539,0.047355368945411015,False,,False
TMEM160,0.39687990944784346,0.005335699381219917,0.047355368945411015,False,,False
C1QB,-1.7536432671089432,0.005353491436577487,0.04746427739181259,True,0.6165440185397707,True
LINS,-0.9300138854879325,0.00535891554342326,0.047480565628041295,False,,False
PPP5C,0.34860061870341674,0.005363562660213598,0.047489952463710634,False,,False
QPCTL,0.6062707621488697,0.005376977197276688,0.047513382617057086,False,,False
CC2D1A,0.40828945895072444,0.0053746930533231955,0.047513382617057086,False,,False
CDK3,0.8716416930960662,0.005371378814009203,0.047513382617057086,False,,False
CDH11,-1.282541663235011,0.005397518649168167,0.04763130290602602,True,0.3404111816142835,False
IL18BP,0.681797603893636,0.005395321869562962,0.04763130290602602,False,,False
MMP11,0.6391054160315024,0.005409405770002302,0.04767263926599233,False,,False
SLC25A40,-0.3444777570851407,0.005408848237952353,0.04767263926599233,False,,False
PDK1,-1.2006779573836255,0.00541999196671158,0.04772774432224226,True,0.1343051243240101,False
MANBA,-0.8500076192914303,0.005428684061206629,0.04772774432224226,False,,False
CNBP,0.26482328958711676,0.005429512809962647,0.04772774432224226,False,,False
TTC3,-0.43515045481166403,0.005431365305434955,0.04772774432224226,False,,False
AK2,-0.30695831157367337,0.0054336866883447224,0.04772774432224226,False,,False
CCL18,-1.9358515587302225,0.005466172574234883,0.04794211558702334,True,0.6048354905616762,True
CXorf40B,-0.39578383013931173,0.005462097265844514,0.04794211558702334,False,,False
TLR7,-1.148471723459938,0.00546895781041061,0.04794211558702334,True,0.0654637294076832,False
SIGLEC15,0.9808158083260627,0.005474993154990952,0.04796325902886515,False,,False
MDK,0.8448156367689208,0.005480608066027348,0.047980693763230164,False,,False
RAB5B,0.3134791182795329,0.005493449065476245,0.04806132536662859,False,,False
SRSF11,-0.4732018949466834,0.005499111363008792,0.04807908659983315,False,,False
SPINK4,0.8345729001612758,0.005509933222774024,0.04811014912259878,False,,False
TNNT3,0.5842082965487876,0.005506815780911608,0.04811014912259878,False,,False
GNRH2,1.0971174627266649,0.0055250992120253715,0.04821077011837828,True,-0.16828848516744557,False
ERCC3,-0.4841581809461175,0.005529352082436047,0.048216095859819466,False,,False
SDHAF1,0.3475786953048754,0.005539997758356698,0.0482290944337796,False,,False
NR2C1,-0.6210192917037265,0.005535092009111157,0.0482290944337796,False,,False
KRT33A,0.45401644662986484,0.005549060272164867,0.0482290944337796,False,,False
CEBPA,-1.1907168577563967,0.005547666363311509,0.0482290944337796,True,0.49315002712344,False
CYP11B1,1.0851248234759083,0.005543574769349904,0.0482290944337796,True,-0.20840466912147637,False
USP10,-0.3233855460635606,0.005571640926173167,0.04837010691000032,False,,False
SH3GLB1,-0.37910403377686563,0.005572592961981604,0.04837010691000032,False,,False
KIAA1731,0.913194481429096,0.005578179865672976,0.04838687213755779,False,,False
LAMA2,1.2489654936964323,0.00559367227111426,0.04848948254927273,True,-0.10541551496359391,False
NAALADL1,0.6398351319616316,0.005610558467719144,0.04860403300863763,False,,False
CTSB,-1.3588137093269061,0.005645186189796834,0.048840084702183456,True,0.6256646855721206,True
ZNF226,-0.558283355115635,0.005642444468983046,0.048840084702183456,False,,False
CCIN,0.6828653871215788,0.005649043519520419,0.048841534335657605,False,,False
C22orf31,0.85803635907744,0.0056782451623703665,0.04894645621658702,False,,False
MROH7-TTC4,0.38469187869510435,0.0056697107590168655,0.04894645621658702,False,,False
CD209,-0.8490695113700504,0.005670991144591342,0.04894645621658702,False,,False
NUFIP1,0.47613659677817566,0.005679667352774621,0.04894645621658702,False,,False
PLEKHA6,-0.7025528762726694,0.005676828595677411,0.04894645621658702,False,,False
MORC1,1.1246386473969165,0.005687451692183065,0.04898165130086352,True,-0.3160462216712388,False
CD302,-1.180728195195707,0.005694890329404267,0.04901382528629668,True,0.2612625927737758,False
IMPG2,1.0256129590081589,0.005705384965171015,0.04907224222480099,True,-0.09797808889239637,False
KCNJ6,0.9260777753621241,0.005716296078277814,0.04913416310919703,False,,False
SUN2,0.46390445167991246,0.00573558571376066,0.049267974103212105,False,,False
SAGE1,1.0372629046319397,0.0057439387121071515,0.049281934171625554,True,-0.13564211614811267,False
GALNT2,0.32411154595888547,0.005744656978682347,0.049281934171625554,False,,False
KCNQ1DN,1.0668315224655656,0.005768443249457227,0.049421930934022855,True,-0.011599914075250213,False
PLA2G4A,0.770665090586439,0.005766883608877987,0.049421930934022855,False,,False
AGXT,-0.9618202250284469,0.005786090977148824,0.049535756523455717,False,,False
KCTD17,0.5738612036758823,0.00578921321612042,0.049535756523455717,False,,False
MZF1,0.34631963403416677,0.005793456170617234,0.04954003832717075,False,,False
RP4-595K12.1,0.41895210069093203,0.005797388110011333,0.04954165681873468,False,,False
GUCY1B3,0.4118073772474711,0.005815478051712863,0.04959818560649248,False,,False
NDUFC2,0.29054626455114985,0.00582046520826629,0.04959818560649248,False,,False
ENPP1,1.0770093297866197,0.005818370092283082,0.04959818560649248,True,0.010510123253978357,False
DLG4,0.7824707321173578,0.00582273781313661,0.04959818560649248,False,,False
ADAP2,-0.7403000752077595,0.005820462369333612,0.04959818560649248,False,,False
PRM1,1.0716322827973555,0.005842320619536447,0.04963722595687031,True,-0.1286218032129284,False
LEPR,-0.8726470860980715,0.005836828226415375,0.04963722595687031,False,,False
NACA,0.322109227698677,0.0058377178700960404,0.04963722595687031,False,,False
IDUA,0.48344376134145506,0.005839093948202514,0.04963722595687031,False,,False
NBL1,0.7546129611626409,0.005849906312277037,0.049661513002706825,False,,False
CALCOCO2,-0.2604576520829891,0.00585268265348815,0.049661513002706825,False,,False
LOC101929857,-0.43494797927241,0.005868009636078277,0.04972781277385926,False,,False
ATP6V0A2,0.5366863486586757,0.005865911492125035,0.04972781277385926,False,,False
RPL7,0.25233810769627674,0.005872194407284585,0.04973143785619069,False,,False
RBM4B,-0.29010302134916266,0.005881651569712489,0.04977968147588505,False,,False
SOS1,-0.46257775279796753,0.00588943843171429,0.049813735795911855,False,,False
ACTG2,0.5887899974881163,0.005912801080185071,0.04997940478825656,False,,False
RNU86,0.32707353553333895,0.005926059124270744,0.05005950518696352,False,,False
ATP6V1D,-0.28003173332447595,0.005932757478106671,0.050063643499658916,False,,False
CALU,-0.35108208320357903,0.005937895315741066,0.050063643499658916,False,,False
RXRA,-0.5475087486569432,0.005937268974491043,0.050063643499658916,False,,False
KIAA0319,0.8942605502935788,0.005962259746008526,0.050148660452050534,False,,False
BFSP2,1.0604079538234261,0.005963133002306228,0.050148660452050534,False,,False
ZNF813,0.6140830697549866,0.005953742234258161,0.050148660452050534,False,,False
PFKFB2,0.5013952511437001,0.005957856759956562,0.050148660452050534,False,,False
PPP2R2B,0.5479217913040957,0.005969515730423367,0.050170463316580385,False,,False
MT1X,0.7657659130063061,0.005984294342120961,0.05026275647630404,False,,False
KCNJ14,0.4098208797869569,0.005995479201721537,0.05032476740214837,False,,False
MFSD9,-0.5703788790230071,0.006017214839457134,0.05039273621238562,False,,False
VCPIP1,-0.71677042103844,0.0060181906062944535,0.05039273621238562,False,,False
AKAP12,-1.0076090355981524,0.006007506419544238,0.05039273621238562,False,,False
SLC12A4,1.0482691921514533,0.006018804559324746,0.05039273621238562,False,,False
PRTN3,-0.9701455001468435,0.006034788686771737,0.05046272763537427,False,,False
LFNG,-1.1631127313083631,0.006033007375206325,0.05046272763537427,False,,False
ZNF667,1.0953714380419952,0.0060461278125249485,0.05052562743332875,False,,False
C6orf47,0.6164294771091203,0.00605518848475178,0.050569419541109974,False,,False
HGF,0.45574472340542904,0.006088780877524794,0.050817901939341555,False,,False
EEF1B2,0.31248631078338285,0.0060927985594178505,0.05081939163895027,False,,False
SPATA31C2,0.8711539855339256,0.006108106427067363,0.05091499041252562,False,,False
CDC42SE1,0.4398890856141655,0.006135706065197379,0.05108071772642623,False,,False
HLA-DQA1,-1.787596958114797,0.006132662964707941,0.05108071772642623,False,,False
TRIM9,1.196355433848482,0.006158547136779539,0.051238647674136245,False,,False
SLC48A1,-0.4354352915732118,0.006174778223461133,0.051309189795326435,False,,False
CACNG4,-0.7046535808217449,0.006171202601755406,0.051309189795326435,False,,False
CSF1R,-1.7076393237544885,0.0061883948942858084,0.05139007729966201,False,,False
RPA1,0.3372771053644019,0.006203487260055216,0.05146043844215747,False,,False
CD5L,-1.6853487943271102,0.006204643027399208,0.05146043844215747,False,,False
GALR1,0.9123139705775278,0.006217860808123227,0.051537773022621886,False,,False
PRKAA1,-0.7329226480969995,0.006245191557600249,0.05166725040497156,False,,False
ARMCX3,-0.3832868153255884,0.006243406749534413,0.05166725040497156,False,,False
RPS25,0.36480731610570416,0.0062420598985831,0.05166725040497156,False,,False
DPYSL2,-1.3023071841408171,0.006256806881389004,0.05173101354712445,False,,False
WRB,-0.3824038015662268,0.006263305219394416,0.05173853618343002,False,,False
HK1,-0.6848522341814292,0.00626553399577233,0.05173853618343002,False,,False
POP1,1.1075584345647727,0.006278389833926255,0.051747849459328664,False,,False
KRT81,0.7320199052506657,0.006276241831799692,0.051747849459328664,False,,False
EGR1,-0.7766552000553677,0.0062773906094229365,0.051747849459328664,False,,False
CHI3L1,-0.9149009433818325,0.006289792629474294,0.05180957376250854,False,,False
LRRC23,-0.8598839969503587,0.006322973641128836,0.052050498810710444,False,,False
GPR87,0.9718970285266968,0.006328714552647608,0.052065378827468235,False,,False
CKAP2,-1.811098705995681,0.006341918569387248,0.05210923408006145,False,,False
ABCD3,-0.4997721721022277,0.006340909418820546,0.05210923408006145,False,,False
NSMCE4A,-0.28045232637246187,0.006366021023293379,0.05227482647973602,False,,False
AC012065.7,0.7423457160430607,0.006376109504310409,0.05229278903875891,False,,False
APBB3,-0.32076003237945905,0.006374190235253867,0.05229278903875891,False,,False
RPS4X,0.28652880870955677,0.006382659119416915,0.05230223910708975,False,,False
ELF4,-0.7166885726583283,0.006385164191059683,0.05230223910708975,False,,False
ATP9B,-0.4204972702168446,0.006393042233280694,0.05233438468889088,False,,False
NXPE3,-0.4954305184475789,0.006397363818989707,0.05233739485288428,False,,False
AP4E1,-1.0242667828177163,0.0064085789000362155,0.05239676275465064,False,,False
IRS1,1.1702543658220446,0.006420978908947701,0.05246573939366711,False,,False
ABCA8,-1.377439034646403,0.006452057208051122,0.052687156855627824,False,,False
HRASLS,1.008678816000482,0.006465976691691807,0.05276826970895466,False,,False
