Gene Symbol,log2FC,pval,adj_pval,significant,gran_corr,purity_flag
VCPKMT,-1.1803430799676793,1.9403610250614138e-06,0.000503235075856652,True,0.4118924151873415,False
AAMDC,0.6195181226536448,1.976899897601111e-06,0.000503235075856652,False,,False
MBD1,-0.6897294056845542,2.1432951801678254e-06,0.0005352980811298397,False,,False
CD81,-1.7657516240323883,2.1993194187826324e-06,0.0005391183545634389,True,0.5772506528776111,True
CENPM,-2.0650315243342368,2.5105463241033044e-06,0.0005815383573990307,True,0.3268945294464293,False
OPN3,-0.8211464026907738,2.524508213834979e-06,0.0005815383573990307,False,,False
AKR1C3,-2.040147567925116,2.548101890847154e-06,0.0005815383573990307,True,0.31445178478254476,False
RPL37A,0.4353280923276195,2.4856580157186258e-06,0.0005815383573990307,False,,False
SERPINA5,1.0185509932584127,2.742254478321543e-06,0.0006049870421590377,True,-0.0195405872132393,False
ELANE,-2.8903969728439938,2.703923835474142e-06,0.0006049870421590377,True,0.8397818417133271,True
RPS6,0.5160053735894046,2.835900672500792e-06,0.0006153904459326718,False,,False
GTF2IRD2B,1.0990528342833477,2.937013824754993e-06,0.000627052451585191,True,-0.20845545645466862,False
HLA-B,0.46857047488811787,3.091845888960657e-06,0.0006496311751138448,False,,False
BCL11A,0.8460017561929671,3.149165656638249e-06,0.0006503667628181682,False,,False
GCLC,-0.8911235660797381,3.242744303543031e-06,0.0006503667628181682,False,,False
RPS17,0.5896518166943832,3.2027809134865452e-06,0.0006503667628181682,False,,False
SLC16A7,0.8360134795820784,3.3553676862187674e-06,0.0006629104785444451,False,,False
GDAP1L1,1.4682835354946473,3.5344991941876064e-06,0.000672598879590199,True,-0.22820827583059364,False
RPL5,0.5744083943887155,3.579780359743656e-06,0.000672598879590199,False,,False
RPLP0,0.5256446368002496,3.4687131351517703e-06,0.000672598879590199,False,,False
ABHD17A,0.7577894111493038,3.6076543363982873e-06,0.000672598879590199,False,,False
NDUFA2,0.47969547539030444,3.668212463759669e-06,0.0006743906719831491,False,,False
SEC23IP,-0.5469400918756921,4.17798515594069e-06,0.0007575888973861221,False,,False
FGL2,-1.3713566538004045,4.272878289592233e-06,0.0007643255394504377,True,0.5558314772949263,True
ITGA6,-1.370471523444893,4.344329592076373e-06,0.0007667452108041994,True,0.1816422923981278,False
AGAP10,-0.6603510445201195,4.8830484458508894e-06,0.000850485687864845,False,,False
MRPL23,0.5562080543033296,5.168215430914167e-06,0.0008884632163507901,False,,False
IGLV4-60,-2.5605739545724724,5.367772714260049e-06,0.0008994076888438009,True,0.6971333182945055,True
USP49,1.6235420526471982,5.3314443311156194e-06,0.0008994076888438009,True,-0.2028284747616181,False
COMP,1.2925309941456802,5.5076342295470604e-06,0.0009113069287064305,True,-0.059570014634137816,False
MON2,-0.6486823346780604,5.591172106557804e-06,0.0009137079651173538,False,,False
